"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pagename","Input.post_id","Input.comment_id","Input.comment","Answer.Language","Answer.question","Approve","Reject"
"36AZSFEYZ4J2HUU3ZGKXTZN7X1PBVL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","38JBBYETQPU4G4L2FDQ191O27Q1E4V","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:29:36 PDT 2017","Thu Oct 05 09:34:30 PDT 2017","Sun Oct 08 09:34:30 PDT 2017","","","","294","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919479208269592","You claim to know the truth and universally judge on things you did not even personally encounter. Your self-confidence is impressive. No one ever said everything is easy and good. No country whatsoever is without racism. Don't need to tell you about Britain first, right? So what's your point at all? We are giving our best in our communities. Only thing you do is taking away motivation and courage to make things better. If this is what you want, I sincerely congratulate you. If it's not (which I strongly hope and in fact believe), please reconsider your binary approach and don't focus on fingerpointing only. The latter is what makes it hard to believe in the good of humanity","nytimes|5281959998_1919439628273550|1919439628273550_1919479208269592|You claim to know the truth and universally judge on things you did not even personally encounter. Your self-confidence is impressive. No one ever said everything is easy and good. No country whatsoever is without racism. Don't need to tell you about Britain first, right? So what's your point at all? We are giving our best in our communities. Only thing you do is taking away motivation and courage to make things better. If this is what you want, I sincerely congratulate you. If it's not (which I strongly hope and in fact believe), please reconsider your binary approach and don't focus on fingerpointing only. The latter is what makes it hard to believe in the good of humanity","1"
"36AZSFEYZ4J2HUU3ZGKXTZN7X1PBVL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","39PAAFCODNK5Z0MEP4GJHDOGNKKVTD","A177EXELDLWTWV","Submitted","Thu Oct 05 09:27:40 PDT 2017","Thu Oct 05 09:29:38 PDT 2017","Sun Oct 08 09:29:38 PDT 2017","","","","118","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919479208269592","You claim to know the truth and universally judge on things you did not even personally encounter. Your self-confidence is impressive. No one ever said everything is easy and good. No country whatsoever is without racism. Don't need to tell you about Britain first, right? So what's your point at all? We are giving our best in our communities. Only thing you do is taking away motivation and courage to make things better. If this is what you want, I sincerely congratulate you. If it's not (which I strongly hope and in fact believe), please reconsider your binary approach and don't focus on fingerpointing only. The latter is what makes it hard to believe in the good of humanity","nytimes|5281959998_1919439628273550|1919439628273550_1919479208269592|You claim to know the truth and universally judge on things you did not even personally encounter. Your self-confidence is impressive. No one ever said everything is easy and good. No country whatsoever is without racism. Don't need to tell you about Britain first, right? So what's your point at all? We are giving our best in our communities. Only thing you do is taking away motivation and courage to make things better. If this is what you want, I sincerely congratulate you. If it's not (which I strongly hope and in fact believe), please reconsider your binary approach and don't focus on fingerpointing only. The latter is what makes it hard to believe in the good of humanity","1"
"36AZSFEYZ4J2HUU3ZGKXTZN7X1PBVL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3JZQSN0I3RUCYYEI5PC808659WPGF2","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:29:04 PDT 2017","Thu Oct 05 09:33:08 PDT 2017","Sun Oct 08 09:33:08 PDT 2017","","","","244","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919479208269592","You claim to know the truth and universally judge on things you did not even personally encounter. Your self-confidence is impressive. No one ever said everything is easy and good. No country whatsoever is without racism. Don't need to tell you about Britain first, right? So what's your point at all? We are giving our best in our communities. Only thing you do is taking away motivation and courage to make things better. If this is what you want, I sincerely congratulate you. If it's not (which I strongly hope and in fact believe), please reconsider your binary approach and don't focus on fingerpointing only. The latter is what makes it hard to believe in the good of humanity","nytimes|5281959998_1919439628273550|1919439628273550_1919479208269592|You claim to know the truth and universally judge on things you did not even personally encounter. Your self-confidence is impressive. No one ever said everything is easy and good. No country whatsoever is without racism. Don't need to tell you about Britain first, right? So what's your point at all? We are giving our best in our communities. Only thing you do is taking away motivation and courage to make things better. If this is what you want, I sincerely congratulate you. If it's not (which I strongly hope and in fact believe), please reconsider your binary approach and don't focus on fingerpointing only. The latter is what makes it hard to believe in the good of humanity","1"
"36JW4WBR063NCABZZTPPXONJ4K6HFJ","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","33C7UALJVMI6F4ESFSLZJTLDK3T186","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:27:38 PDT 2017","Thu Oct 05 09:28:41 PDT 2017","Sun Oct 08 09:28:41 PDT 2017","","","","63","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919699281580918","Absolute crap.","nytimes|5281959998_1919439628273550|1919439628273550_1919699281580918|Absolute crap.","1"
"36JW4WBR063NCABZZTPPXONJ4K6HFJ","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3S06PH7KSSOIWZAJW0WF5LZEVUQD1O","ABMPX2Y2IRBMG","Submitted","Thu Oct 05 09:27:41 PDT 2017","Thu Oct 05 09:42:56 PDT 2017","Sun Oct 08 09:42:56 PDT 2017","","","","915","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919699281580918","Absolute crap.","nytimes|5281959998_1919439628273550|1919439628273550_1919699281580918|Absolute crap.","4"
"36JW4WBR063NCABZZTPPXONJ4K6HFJ","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3ZV9H2YQQERDF8OP0ZFOL23W0UA3WF","A3GLMBZSG3VU4P","Submitted","Thu Oct 05 09:28:01 PDT 2017","Thu Oct 05 09:28:56 PDT 2017","Sun Oct 08 09:28:56 PDT 2017","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919699281580918","Absolute crap.","nytimes|5281959998_1919439628273550|1919439628273550_1919699281580918|Absolute crap.","2"
"37OPIVELUUMSGJUROD3XJNCS74THA6","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3ON104KXQLGYX47T0DK7V7V2EU5W4S","A177EXELDLWTWV","Submitted","Thu Oct 05 09:27:49 PDT 2017","Thu Oct 05 09:30:13 PDT 2017","Sun Oct 08 09:30:13 PDT 2017","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919194918298021","1919194918298021_1919355811615265","Gori Na","nytimes|5281959998_1919194918298021|1919194918298021_1919355811615265|Gori Na","6"
"37OPIVELUUMSGJUROD3XJNCS74THA6","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3PS7W85Z80M72T9BM3BNPVZJWS1T9V","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:23 PDT 2017","Thu Oct 05 09:29:34 PDT 2017","Sun Oct 08 09:29:34 PDT 2017","","","","131","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919194918298021","1919194918298021_1919355811615265","Gori Na","nytimes|5281959998_1919194918298021|1919194918298021_1919355811615265|Gori Na","6"
"37OPIVELUUMSGJUROD3XJNCS74THA6","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3QECW5O0KILO167ZJDY6DFUHAWJ5TH","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:28:51 PDT 2017","Thu Oct 05 09:31:58 PDT 2017","Sun Oct 08 09:31:58 PDT 2017","","","","187","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919194918298021","1919194918298021_1919355811615265","Gori Na","nytimes|5281959998_1919194918298021|1919194918298021_1919355811615265|Gori Na","6"
"37VE3DA4YU0XZTZJUR3TEYWYPMEHB1","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","358010RM5FDCGHVYUEHG6G9M0G8VXW","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:27:43 PDT 2017","Thu Oct 05 09:28:22 PDT 2017","Sun Oct 08 09:28:22 PDT 2017","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919520494932130","1919520494932130_1919745848242928","Guess you missed it. The Trumps million dollar donation to Hurricane Harvey victims has been made and verified by the recipients. Don't know about attorney fees, have to wait for facts. http://thehill.com/homenews/administration/350999-trump-makes-good-on-pledge-to-donate-to-harvey-relief","nytimes|5281959998_1919520494932130|1919520494932130_1919745848242928|Guess you missed it. The Trumps million dollar donation to Hurricane Harvey victims has been made and verified by the recipients. Don't know about attorney fees, have to wait for facts. http://thehill.com/homenews/administration/350999-trump-makes-good-on-pledge-to-donate-to-harvey-relief","5"
"37VE3DA4YU0XZTZJUR3TEYWYPMEHB1","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","39LOEL67OTP2P7S72WZI7M0AIN7380","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 09:27:34 PDT 2017","Thu Oct 05 09:29:23 PDT 2017","Sun Oct 08 09:29:23 PDT 2017","","","","109","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919520494932130","1919520494932130_1919745848242928","Guess you missed it. The Trumps million dollar donation to Hurricane Harvey victims has been made and verified by the recipients. Don't know about attorney fees, have to wait for facts. http://thehill.com/homenews/administration/350999-trump-makes-good-on-pledge-to-donate-to-harvey-relief","nytimes|5281959998_1919520494932130|1919520494932130_1919745848242928|Guess you missed it. The Trumps million dollar donation to Hurricane Harvey victims has been made and verified by the recipients. Don't know about attorney fees, have to wait for facts. http://thehill.com/homenews/administration/350999-trump-makes-good-on-pledge-to-donate-to-harvey-relief","5"
"37VE3DA4YU0XZTZJUR3TEYWYPMEHB1","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3IXQG4FA2UI767FUMHK2P1TXQL2B9O","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:29:36 PDT 2017","Thu Oct 05 09:29:49 PDT 2017","Sun Oct 08 09:29:49 PDT 2017","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919520494932130","1919520494932130_1919745848242928","Guess you missed it. The Trumps million dollar donation to Hurricane Harvey victims has been made and verified by the recipients. Don't know about attorney fees, have to wait for facts. http://thehill.com/homenews/administration/350999-trump-makes-good-on-pledge-to-donate-to-harvey-relief","nytimes|5281959998_1919520494932130|1919520494932130_1919745848242928|Guess you missed it. The Trumps million dollar donation to Hurricane Harvey victims has been made and verified by the recipients. Don't know about attorney fees, have to wait for facts. http://thehill.com/homenews/administration/350999-trump-makes-good-on-pledge-to-donate-to-harvey-relief","2"
"386659BNTL0LBVBVUM3J2UK8HTL01Z","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","30X31N5D64AKSC61P9KXBLEH0R6AS3","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:28:03 PDT 2017","Thu Oct 05 09:30:40 PDT 2017","Sun Oct 08 09:30:40 PDT 2017","","","","157","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_1918783541672492","Tanusha Chernova","nytimes|5281959998_1918601078357405|1918601078357405_1918783541672492|Tanusha Chernova","5"
"386659BNTL0LBVBVUM3J2UK8HTL01Z","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3HFNH7HEMIY9PN4RJ5N2C7AJGYXQG5","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 09:27:35 PDT 2017","Thu Oct 05 09:29:31 PDT 2017","Sun Oct 08 09:29:31 PDT 2017","","","","116","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_1918783541672492","Tanusha Chernova","nytimes|5281959998_1918601078357405|1918601078357405_1918783541672492|Tanusha Chernova","5"
"386659BNTL0LBVBVUM3J2UK8HTL01Z","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3I0BTBYZAY5LNLKSWDFT41Q58QQ0YG","A177EXELDLWTWV","Submitted","Thu Oct 05 09:27:28 PDT 2017","Thu Oct 05 09:28:50 PDT 2017","Sun Oct 08 09:28:50 PDT 2017","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_1918783541672492","Tanusha Chernova","nytimes|5281959998_1918601078357405|1918601078357405_1918783541672492|Tanusha Chernova","6"
"38B7Q9C28GOYEB050OYTQ1CIS8V96I","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","30JNVC0ORA4NPJZ23B5KX7MKVYAQH4","ABMPX2Y2IRBMG","Submitted","Thu Oct 05 09:27:35 PDT 2017","Thu Oct 05 09:42:16 PDT 2017","Sun Oct 08 09:42:16 PDT 2017","","","","881","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151311025844999","10151311025844999_1919041575003130","Awesome","nytimes|5281959998_10151311025844999|10151311025844999_1919041575003130|Awesome","5"
"38B7Q9C28GOYEB050OYTQ1CIS8V96I","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","3V5Q80FXIYBR3SQIMFQHXVN7WNF32X","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:20 PDT 2017","Thu Oct 05 09:28:21 PDT 2017","Sun Oct 08 09:28:21 PDT 2017","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151311025844999","10151311025844999_1919041575003130","Awesome","nytimes|5281959998_10151311025844999|10151311025844999_1919041575003130|Awesome","5"
"38B7Q9C28GOYEB050OYTQ1CIS8V96I","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","3ZY8KE4ISKNS7KUM80MOC8DT3DLVQZ","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:27:34 PDT 2017","Thu Oct 05 09:28:06 PDT 2017","Sun Oct 08 09:28:06 PDT 2017","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151311025844999","10151311025844999_1919041575003130","Awesome","nytimes|5281959998_10151311025844999|10151311025844999_1919041575003130|Awesome","5"
"38DCH97KHHLGU5WY1934L07COEJJQK","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3DPNQGW4LMZ03PSN9V73XDWPQSD642","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:30:53 PDT 2017","Thu Oct 05 09:34:47 PDT 2017","Sun Oct 08 09:34:47 PDT 2017","","","","234","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919163081634538","1919163081634538_1919252911625555","He will go down in history as the FBI director who interfered in a presidential election","nytimes|5281959998_1919163081634538|1919163081634538_1919252911625555|He will go down in history as the FBI director who interfered in a presidential election","5"
"38DCH97KHHLGU5WY1934L07COEJJQK","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3TMFV4NEP9YZG5UVCGAKCJB7GG1W8Z","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:27:53 PDT 2017","Thu Oct 05 09:29:39 PDT 2017","Sun Oct 08 09:29:39 PDT 2017","","","","106","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919163081634538","1919163081634538_1919252911625555","He will go down in history as the FBI director who interfered in a presidential election","nytimes|5281959998_1919163081634538|1919163081634538_1919252911625555|He will go down in history as the FBI director who interfered in a presidential election","5"
"38DCH97KHHLGU5WY1934L07COEJJQK","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3VFJCI1K40J91OJRWKC2HXKOCK0GRX","A17J1CE7N49Z9D","Submitted","Thu Oct 05 09:31:16 PDT 2017","Thu Oct 05 09:31:56 PDT 2017","Sun Oct 08 09:31:56 PDT 2017","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919163081634538","1919163081634538_1919252911625555","He will go down in history as the FBI director who interfered in a presidential election","nytimes|5281959998_1919163081634538|1919163081634538_1919252911625555|He will go down in history as the FBI director who interfered in a presidential election","5"
"38XPGNCKHTJIWV9UK1AALLH1N984V8","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","33CKWXB73K4O44U7G7CK4JY56XN11M","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:27:32 PDT 2017","Thu Oct 05 09:28:04 PDT 2017","Sun Oct 08 09:28:04 PDT 2017","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151310132129999","10151310132129999_10151310161854999","Very very very very very very good","nytimes|5281959998_10151310132129999|10151310132129999_10151310161854999|Very very very very very very good","5"
"38XPGNCKHTJIWV9UK1AALLH1N984V8","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","374TNBHA8CF9BEPRDB98J7HNLUNYQB","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:27:40 PDT 2017","Thu Oct 05 09:28:57 PDT 2017","Sun Oct 08 09:28:57 PDT 2017","","","","77","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151310132129999","10151310132129999_10151310161854999","Very very very very very very good","nytimes|5281959998_10151310132129999|10151310132129999_10151310161854999|Very very very very very very good","5"
"38XPGNCKHTJIWV9UK1AALLH1N984V8","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","3YOH7BII0AR6WHWRVV2RGM1K47TVK7","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:19 PDT 2017","Thu Oct 05 09:27:49 PDT 2017","Sun Oct 08 09:27:49 PDT 2017","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151310132129999","10151310132129999_10151310161854999","Very very very very very very good","nytimes|5281959998_10151310132129999|10151310132129999_10151310161854999|Very very very very very very good","5"
"39HYCOOPKO4C64YEZKAC1TSU9TPMDM","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3HVVDCPGTFCM3UHJUF33OCSA51MYTP","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:27:44 PDT 2017","Thu Oct 05 09:29:42 PDT 2017","Sun Oct 08 09:29:42 PDT 2017","","","","118","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918679185016261","1918679185016261_1919006388316874","So so beautiful","nytimes|5281959998_1918679185016261|1918679185016261_1919006388316874|So so beautiful","5"
"39HYCOOPKO4C64YEZKAC1TSU9TPMDM","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3L70J4KAZH6EQNNJSJP8GMSHZOWAD9","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 09:27:32 PDT 2017","Thu Oct 05 09:28:36 PDT 2017","Sun Oct 08 09:28:36 PDT 2017","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918679185016261","1918679185016261_1919006388316874","So so beautiful","nytimes|5281959998_1918679185016261|1918679185016261_1919006388316874|So so beautiful","5"
